사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2019-11,1호선,0150,서울역,"1,556,332","1,473,411","229,539","223,666",2019-12-03 11:43:13
2019-11,1호선,0151,시청,"708,547","727,205","123,715","125,736",2019-12-03 11:43:13
2019-11,1호선,0152,종각,"1,163,679","1,125,351","171,637","162,796",2019-12-03 11:43:13
2019-11,1호선,0153,종로3가,"642,078","605,270","379,915","353,918",2019-12-03 11:43:13
2019-11,1호선,0154,종로5가,"553,620","568,556","278,314","266,901",2019-12-03 11:43:13
2019-11,1호선,0155,동대문,"309,970","347,952","137,022","141,381",2019-12-03 11:43:13
2019-11,1호선,0156,신설동,"368,623","360,324","125,450","119,589",2019-12-03 11:43:13
2019-11,1호선,0157,제기동,"285,598","276,321","328,094","350,312",2019-12-03 11:43:13
2019-11,1호선,0158,청량리(서울시립대입구),"446,561","464,202","314,880","322,778",2019-12-03 11:43:13
2019-11,1호선,0159,동묘앞,"181,957","197,668","152,029","154,876",2019-12-03 11:43:13
2019-11,2호선,0201,시청,"738,421","696,096","68,938","63,191",2019-12-03 11:43:13
2019-11,2호선,0202,을지로입구,"1,458,230","1,456,282","125,864","116,109",2019-12-03 11:43:13
2019-11,2호선,0203,을지로3가,"632,506","623,224","92,809","91,325",2019-12-03 11:43:13
2019-11,2호선,0204,을지로4가,"318,202","322,919","90,698","87,474",2019-12-03 11:43:13
2019-11,2호선,0205,동대문역사문화공원,"512,512","598,103","64,148","68,371",2019-12-03 11:43:13
2019-11,2호선,0206,신당,"362,590","376,966","103,063","105,587",2019-12-03 11:43:13
2019-11,2호선,0207,상왕십리,"385,375","364,340","69,392","69,854",2019-12-03 11:43:13
2019-11,2호선,0208,왕십리(성동구청),"567,258","455,299","62,404","52,928",2019-12-03 11:43:13
2019-11,2호선,0209,한양대,"396,362","448,591","16,070","17,168",2019-12-03 11:43:13
2019-11,2호선,0210,뚝섬,"545,090","574,916","66,148","66,387",2019-12-03 11:43:13
2019-11,2호선,0211,성수,"800,583","874,533","109,041","110,800",2019-12-03 11:43:13
2019-11,2호선,0212,건대입구,"1,257,498","1,386,494","101,735","105,979",2019-12-03 11:43:13
2019-11,2호선,0213,구의(광진구청),"639,676","611,932","113,158","114,020",2019-12-03 11:43:13
2019-11,2호선,0214,강변(동서울터미널),"1,234,497","1,220,539","151,012","149,115",2019-12-03 11:43:13
2019-11,2호선,0215,잠실나루,"396,639","384,090","94,491","94,473",2019-12-03 11:43:13
2019-11,2호선,0216,잠실(송파구청),"2,434,492","2,354,504","221,920","210,247",2019-12-03 11:43:13
2019-11,2호선,0217,잠실새내,"636,875","641,771","115,954","114,815",2019-12-03 11:43:13
2019-11,2호선,0218,종합운동장,"251,225","290,035","58,196","60,451",2019-12-03 11:43:13
2019-11,2호선,0219,삼성(무역센터),"1,757,185","1,799,747","131,332","123,670",2019-12-03 11:43:13
2019-11,2호선,0220,선릉,"1,459,089","1,306,955","231,152","203,759",2019-12-03 11:43:13
2019-11,2호선,0221,역삼,"1,284,258","1,446,478","171,227","173,664",2019-12-03 11:43:13
2019-11,2호선,0222,강남,"2,782,513","2,882,949","184,515","164,476",2019-12-03 11:43:13
2019-11,2호선,0223,교대(법원.검찰청),"940,357","1,086,678","175,678","199,831",2019-12-03 11:43:13
2019-11,2호선,0224,서초,"640,285","620,907","100,663","100,746",2019-12-03 11:43:13
2019-11,2호선,0225,방배,"551,102","570,187","86,686","86,283",2019-12-03 11:43:13
2019-11,2호선,0226,사당,"1,139,402","1,286,995","222,610","211,822",2019-12-03 11:43:13
2019-11,2호선,0227,낙성대,"815,654","774,844","118,013","119,827",2019-12-03 11:43:13
2019-11,2호선,0228,서울대입구(관악구청),"1,439,530","1,388,492","206,093","197,139",2019-12-03 11:43:13
2019-11,2호선,0229,봉천,"627,631","561,090","158,333","158,544",2019-12-03 11:43:13
2019-11,2호선,0230,신림,"1,895,448","1,826,761","251,943","255,785",2019-12-03 11:43:13
2019-11,2호선,0231,신대방,"754,604","712,631","137,190","138,111",2019-12-03 11:43:13
2019-11,2호선,0232,구로디지털단지,"1,751,608","1,748,196","189,641","192,726",2019-12-03 11:43:13
2019-11,2호선,0233,대림(구로구청),"768,068","788,999","124,979","129,078",2019-12-03 11:43:13
2019-11,2호선,0234,신도림,"1,601,160","1,608,843","226,843","216,317",2019-12-03 11:43:13
2019-11,2호선,0235,문래,"545,274","555,252","91,532","90,259",2019-12-03 11:43:13
2019-11,2호선,0236,영등포구청,"586,494","597,881","109,462","107,638",2019-12-03 11:43:13
2019-11,2호선,0237,당산,"591,225","670,498","68,589","73,593",2019-12-03 11:43:13
2019-11,2호선,0238,합정,"985,647","1,057,597","80,770","78,300",2019-12-03 11:43:13
2019-11,2호선,0239,홍대입구,"2,302,765","2,490,594","115,392","112,760",2019-12-03 11:43:13
2019-11,2호선,0240,신촌,"1,332,860","1,372,203","145,523","142,009",2019-12-03 11:43:13
2019-11,2호선,0241,이대,"580,165","621,880","67,135","68,642",2019-12-03 11:43:13
2019-11,2호선,0242,아현,"275,003","263,414","67,543","66,953",2019-12-03 11:43:13
2019-11,2호선,0243,충정로(경기대입구),"289,180","313,001","54,240","54,654",2019-12-03 11:43:13
2019-11,2호선,0244,용답,"68,692","72,339","18,763","17,993",2019-12-03 11:43:13
2019-11,2호선,0245,신답,"39,586","43,813","10,234","11,154",2019-12-03 11:43:13
2019-11,2호선,0246,신설동,"92,520","85,764","37,398","38,850",2019-12-03 11:43:13
2019-11,2호선,0247,도림천,"29,968","31,984","7,844","8,255",2019-12-03 11:43:13
2019-11,2호선,0248,양천구청,"180,162","188,625","51,216","52,162",2019-12-03 11:43:13
2019-11,2호선,0249,신정네거리,"239,820","247,950","71,129","72,195",2019-12-03 11:43:13
2019-11,2호선,0250,용두(동대문구청),"50,056","51,058","25,191","26,727",2019-12-03 11:43:13
2019-11,3호선,0309,지축,"32,812","32,690","11,450","13,366",2019-12-03 11:43:13
2019-11,3호선,0310,구파발,"584,749","546,564","125,052","118,381",2019-12-03 11:43:13
2019-11,3호선,0311,연신내,"1,000,842","937,884","284,773","275,489",2019-12-03 11:43:13
2019-11,3호선,0312,불광,"423,325","461,840","155,138","170,979",2019-12-03 11:43:13
2019-11,3호선,0313,녹번,"374,646","320,613","75,122","73,805",2019-12-03 11:43:13
2019-11,3호선,0314,홍제,"455,066","426,522","152,216","151,507",2019-12-03 11:43:13
2019-11,3호선,0315,무악재,"94,772","98,174","32,948","34,609",2019-12-03 11:43:13
2019-11,3호선,0316,독립문,"187,418","196,214","79,686","79,529",2019-12-03 11:43:13
2019-11,3호선,0317,경복궁(정부서울청사),"751,319","756,604","135,161","119,911",2019-12-03 11:43:13
2019-11,3호선,0318,안국,"718,448","765,755","120,170","128,634",2019-12-03 11:43:13
2019-11,3호선,0319,종로3가,"267,342","342,668","65,132","72,992",2019-12-03 11:43:13
2019-11,3호선,0320,을지로3가,"289,608","306,051","60,566","59,372",2019-12-03 11:43:13
2019-11,3호선,0321,충무로,35,0,1,0,2019-12-03 11:43:13
2019-11,3호선,0322,동대입구,"380,566","427,605","43,078","48,053",2019-12-03 11:43:13
2019-11,3호선,0323,약수,"352,929","343,876","89,661","85,482",2019-12-03 11:43:13
2019-11,3호선,0324,금호,"210,471","190,842","58,448","57,659",2019-12-03 11:43:13
2019-11,3호선,0325,옥수,"245,971","253,715","63,597","63,914",2019-12-03 11:43:13
2019-11,3호선,0326,압구정,"887,058","969,689","159,116","158,187",2019-12-03 11:43:13
2019-11,3호선,0327,신사,"933,261","1,011,963","80,985","78,808",2019-12-03 11:43:13
2019-11,3호선,0328,잠원,"165,598","158,110","41,776","40,266",2019-12-03 11:43:13
2019-11,3호선,0329,고속터미널,"1,680,138","1,636,085","207,579","200,418",2019-12-03 11:43:13
2019-11,3호선,0330,교대(법원.검찰청),"385,336","250,945","78,341","46,030",2019-12-03 11:43:13
2019-11,3호선,0331,남부터미널(예술의전당),"933,822","955,813","139,940","141,205",2019-12-03 11:43:13
2019-11,3호선,0332,양재(서초구청),"1,111,544","1,203,324","183,655","184,859",2019-12-03 11:43:13
2019-11,3호선,0333,매봉,"293,165","281,203","64,348","59,147",2019-12-03 11:43:13
2019-11,3호선,0334,도곡,"155,868","159,850","30,751","27,758",2019-12-03 11:43:13
2019-11,3호선,0335,대치,"327,945","321,592","67,317","64,443",2019-12-03 11:43:13
2019-11,3호선,0336,학여울,"74,898","77,948","20,235","20,165",2019-12-03 11:43:13
2019-11,3호선,0337,대청,"267,137","237,755","64,377","61,056",2019-12-03 11:43:13
2019-11,3호선,0338,일원,"250,976","250,328","69,569","69,752",2019-12-03 11:43:13
2019-11,3호선,0339,수서,"481,961","478,656","115,122","112,660",2019-12-03 11:43:13
2019-11,3호선,0340,가락시장,"230,354","226,374","82,125","80,598",2019-12-03 11:43:13
2019-11,3호선,0341,경찰병원,"194,923","191,402","45,346","46,303",2019-12-03 11:43:13
2019-11,3호선,0342,오금,"180,547","157,615","30,912","29,006",2019-12-03 11:43:13
2019-11,4호선,0409,당고개,"317,321","286,764","97,176","96,151",2019-12-03 11:43:13
2019-11,4호선,0410,상계,"523,936","458,549","124,317","120,512",2019-12-03 11:43:13
2019-11,4호선,0411,노원,"582,646","670,189","98,210","96,158",2019-12-03 11:43:13
2019-11,4호선,0412,창동,"693,138","747,531","206,760","215,077",2019-12-03 11:43:13
2019-11,4호선,0413,쌍문,"829,988","729,986","177,036","173,764",2019-12-03 11:43:13
2019-11,4호선,0414,수유(강북구청),"957,103","943,733","215,037","214,075",2019-12-03 11:43:13
2019-11,4호선,0415,미아(서울사이버대학),"409,246","380,533","123,482","122,244",2019-12-03 11:43:13
2019-11,4호선,0416,미아사거리,"760,005","731,453","194,323","192,539",2019-12-03 11:43:13
2019-11,4호선,0417,길음,"618,023","590,110","127,345","127,038",2019-12-03 11:43:13
2019-11,4호선,0418,성신여대입구(돈암),"676,939","635,167","97,220","94,868",2019-12-03 11:43:13
2019-11,4호선,0419,한성대입구(삼선교),"443,789","421,944","80,687","79,777",2019-12-03 11:43:13
2019-11,4호선,0420,혜화,"1,197,048","1,227,225","147,206","146,970",2019-12-03 11:43:13
2019-11,4호선,0421,동대문,"593,044","608,990","159,001","147,221",2019-12-03 11:43:13
2019-11,4호선,0422,동대문역사문화공원,"627,672","568,164","66,663","60,352",2019-12-03 11:43:13
2019-11,4호선,0423,충무로,"877,640","893,743","137,143","137,929",2019-12-03 11:43:13
2019-11,4호선,0424,명동,"1,114,959","1,198,622","80,463","82,942",2019-12-03 11:43:13
2019-11,4호선,0425,회현(남대문시장),"732,421","791,736","207,276","207,076",2019-12-03 11:43:13
2019-11,4호선,0426,서울역,"382,759","692,803","43,131","57,021",2019-12-03 11:43:13
2019-11,4호선,0427,숙대입구(갈월),"464,367","453,578","59,249","55,480",2019-12-03 11:43:13
2019-11,4호선,0428,삼각지,"125,600","151,772","29,030","31,646",2019-12-03 11:43:13
2019-11,4호선,0429,신용산,"462,283","484,715","54,813","55,177",2019-12-03 11:43:13
2019-11,4호선,0430,이촌(국립중앙박물관),"234,973","256,805","49,611","52,948",2019-12-03 11:43:13
2019-11,4호선,0431,동작(현충원),"56,163","60,054","21,509","21,540",2019-12-03 11:43:13
2019-11,4호선,0432,총신대입구(이수),"505,455","565,106","161,312","168,952",2019-12-03 11:43:13
2019-11,4호선,0433,사당,"825,791","710,225","101,107","104,230",2019-12-03 11:43:13
2019-11,4호선,0434,남태령,"40,170","30,084","8,948","8,236",2019-12-03 11:43:13
2019-11,경부선,1001,서울역,"227,964","49,960","14,266","2,640",2019-12-03 11:43:13
2019-11,경부선,1002,남영,"300,994","322,838","39,588","41,436",2019-12-03 11:43:13
2019-11,경부선,1003,용산,"1,176,853","1,206,640","140,928","141,615",2019-12-03 11:43:13
2019-11,경부선,1004,노량진,"332,823","313,290","40,490","37,829",2019-12-03 11:43:13
2019-11,경부선,1005,대방,"384,664","389,293","74,711","75,543",2019-12-03 11:43:13
2019-11,경부선,1006,영등포,"1,226,202","1,295,282","298,931","298,936",2019-12-03 11:43:13
2019-11,경부선,1007,신도림,"104,279","106,726","24,878","28,387",2019-12-03 11:43:13
2019-11,경부선,1032,신길,"260,528","213,193","47,452","44,200",2019-12-03 11:43:13
2019-11,경부선,1701,구로,"509,351","530,128","96,895","93,606",2019-12-03 11:43:13
2019-11,경부선,1702,가산디지털단지,"477,111","560,831","34,253","37,093",2019-12-03 11:43:13
2019-11,경부선,1703,금천구청,"306,756","294,286","84,460","84,304",2019-12-03 11:43:13
2019-11,경부선,1704,석수,"312,598","274,656","51,516","48,016",2019-12-03 11:43:13
2019-11,경부선,1705,관악,"208,094","193,553","58,138","56,736",2019-12-03 11:43:13
2019-11,경부선,1706,안양,"760,011","751,505","125,964","128,672",2019-12-03 11:43:13
2019-11,경부선,1707,명학,"272,860","273,948","47,190","46,763",2019-12-03 11:43:13
2019-11,경부선,1708,금정,"717,004","732,353","113,848","116,229",2019-12-03 11:43:13
2019-11,경부선,1709,군포,"197,109","190,457","37,984","36,760",2019-12-03 11:43:13
2019-11,경부선,1710,의왕,"249,433","242,069","44,774","44,248",2019-12-03 11:43:13
2019-11,경부선,1711,성균관대,"450,512","439,396","57,213","57,274",2019-12-03 11:43:13
2019-11,경부선,1712,화서,"221,127","213,848","46,426","46,596",2019-12-03 11:43:13
2019-11,경부선,1713,수원,"1,287,375","1,363,392","158,057","166,534",2019-12-03 11:43:13
2019-11,경부선,1714,독산,"435,501","455,125","68,170","71,429",2019-12-03 11:43:13
2019-11,경부선,1715,세류,"104,531","97,952","19,218","19,114",2019-12-03 11:43:13
2019-11,경부선,1716,병점,"473,936","466,783","67,390","66,161",2019-12-03 11:43:13
2019-11,경부선,1717,세마,"77,998","70,135","15,985","15,070",2019-12-03 11:43:13
2019-11,경부선,1718,오산대,"97,806","94,752","16,649","15,922",2019-12-03 11:43:13
2019-11,경부선,1719,오산,"289,201","272,741","47,062","47,601",2019-12-03 11:43:13
2019-11,경부선,1720,진위,"44,971","39,157","8,218","7,981",2019-12-03 11:43:13
2019-11,경부선,1721,송탄,"133,417","129,585","24,869","24,322",2019-12-03 11:43:13
2019-11,경부선,1722,서정리,"162,641","156,749","28,177","27,663",2019-12-03 11:43:13
2019-11,경부선,1723,지제,"80,673","75,317","9,454","9,490",2019-12-03 11:43:13
2019-11,경부선,1724,평택,"380,502","378,218","70,048","68,523",2019-12-03 11:43:13
2019-11,경부선,1725,성환,"144,152","139,500","22,148","22,048",2019-12-03 11:43:13
2019-11,경부선,1726,직산,"23,353","24,783","5,796","5,719",2019-12-03 11:43:13
2019-11,경부선,1727,두정,"178,108","193,984","22,673","23,504",2019-12-03 11:43:13
2019-11,경부선,1728,천안,"188,766","166,685","55,309","55,305",2019-12-03 11:43:13
2019-11,경부선,1729,당정,"198,369","188,418","31,530","30,874",2019-12-03 11:43:13
2019-11,경부선,1749,서동탄,"47,562","39,620","10,367","9,872",2019-12-03 11:43:13
2019-11,경부선,1750,광명,"94,670","72,761","8,106","6,586",2019-12-03 11:43:13
2019-11,경인선,1801,개봉,"581,986","569,394","167,648","172,726",2019-12-03 11:43:13
2019-11,경인선,1802,오류동,"299,933","271,290","99,304","97,096",2019-12-03 11:43:13
2019-11,경인선,1803,역곡,"823,358","794,410","161,144","163,856",2019-12-03 11:43:13
2019-11,경인선,1804,부천,"988,031","998,173","221,389","224,246",2019-12-03 11:43:13
2019-11,경인선,1805,송내,"853,738","846,747","128,792","127,797",2019-12-03 11:43:13
2019-11,경인선,1806,부평,"961,868","1,058,190","150,617","153,572",2019-12-03 11:43:13
2019-11,경인선,1807,백운,"205,355","197,224","67,259","68,182",2019-12-03 11:43:13
2019-11,경인선,1808,동암,"448,191","445,469","106,110","106,961",2019-12-03 11:43:13
2019-11,경인선,1809,주안,"633,726","578,164","99,288","89,831",2019-12-03 11:43:13
2019-11,경인선,1810,제물포,"305,220","284,495","66,967","66,835",2019-12-03 11:43:13
2019-11,경인선,1811,동인천,"391,835","370,435","131,328","126,736",2019-12-03 11:43:13
2019-11,경인선,1812,인천,"97,434","72,766","45,483","41,538",2019-12-03 11:43:13
2019-11,경인선,1813,구일,"220,892","229,946","40,348","40,254",2019-12-03 11:43:13
2019-11,경인선,1814,소사,"285,731","271,279","77,230","75,802",2019-12-03 11:43:13
2019-11,경인선,1815,부개,"227,398","208,889","68,261","67,239",2019-12-03 11:43:13
2019-11,경인선,1816,간석,"156,360","146,093","48,105","46,616",2019-12-03 11:43:13
2019-11,경인선,1817,도원,"88,943","89,587","36,699","38,579",2019-12-03 11:43:13
2019-11,경인선,1821,온수(성공회대입구),"194,031","189,269","51,977","50,911",2019-12-03 11:43:13
2019-11,경인선,1822,중동,"236,455","217,234","73,485","72,460",2019-12-03 11:43:13
2019-11,경인선,1823,도화,"91,887","79,721","39,735","38,284",2019-12-03 11:43:13
2019-11,경원선,1008,이촌(국립중앙박물관),"101,363","76,762","30,589","24,847",2019-12-03 11:43:13
2019-11,경원선,1009,서빙고,"47,521","45,429","17,196","16,637",2019-12-03 11:43:13
2019-11,경원선,1010,한남,"105,471","103,088","34,738","32,445",2019-12-03 11:43:13
2019-11,경원선,1011,옥수,"1,575",984,110,80,2019-12-03 11:43:13
2019-11,경원선,1012,응봉,"42,380","35,074","17,757","16,290",2019-12-03 11:43:13
2019-11,경원선,1013,왕십리(성동구청),"466,940","511,922","65,932","71,697",2019-12-03 11:43:13
2019-11,경원선,1014,청량리(서울시립대입구),"375,777","402,435","158,608","165,604",2019-12-03 11:43:13
2019-11,경원선,1016,외대앞,"303,941","287,278","49,807","49,735",2019-12-03 11:43:13
2019-11,경원선,1017,신이문,"216,855","188,783","69,298","67,423",2019-12-03 11:43:13
2019-11,경원선,1018,석계,"243,250","272,508","68,140","73,505",2019-12-03 11:43:13
2019-11,경원선,1019,광운대,"260,866","247,659","56,916","56,312",2019-12-03 11:43:13
2019-11,경원선,1020,월계,"167,205","150,338","62,586","59,473",2019-12-03 11:43:13
2019-11,경원선,1021,녹천,"115,262","91,140","41,531","38,302",2019-12-03 11:43:13
2019-11,경원선,1022,창동,21,0,1,0,2019-12-03 11:43:13
2019-11,경원선,1901,방학,"204,642","193,782","111,573","109,629",2019-12-03 11:43:13
2019-11,경원선,1902,도봉,"124,120","111,533","71,790","71,140",2019-12-03 11:43:13
2019-11,경원선,1903,도봉산,"168,626","92,241","104,335","82,555",2019-12-03 11:43:13
2019-11,경원선,1904,망월사,"219,243","217,990","75,508","77,819",2019-12-03 11:43:13
2019-11,경원선,1905,회룡,"259,391","246,404","152,382","151,933",2019-12-03 11:43:13
2019-11,경원선,1906,의정부,"540,771","573,298","127,128","130,345",2019-12-03 11:43:13
2019-11,경원선,1907,가능,"158,893","146,949","60,842","58,988",2019-12-03 11:43:13
2019-11,경원선,1908,녹양,"122,516","112,201","37,806","36,152",2019-12-03 11:43:13
2019-11,경원선,1909,양주,"218,587","196,573","60,551","59,018",2019-12-03 11:43:13
2019-11,경원선,1910,덕계,"60,919","51,078","19,731","18,445",2019-12-03 11:43:13
2019-11,경원선,1911,덕정,"180,231","172,238","36,364","36,562",2019-12-03 11:43:13
2019-11,경원선,1912,지행,"186,053","182,415","47,788","47,028",2019-12-03 11:43:13
2019-11,경원선,1913,동두천중앙,"72,673","67,799","41,528","41,767",2019-12-03 11:43:13
2019-11,경원선,1914,보산,"44,186","40,680","14,009","13,097",2019-12-03 11:43:13
2019-11,경원선,1915,동두천,"53,187","59,517","20,517","28,019",2019-12-03 11:43:13
2019-11,경원선,1916,소요산,"55,378","43,551","79,227","70,041",2019-12-03 11:43:13
2019-11,안산선,1751,산본,"450,935","486,341","109,859","110,752",2019-12-03 11:43:13
2019-11,안산선,1752,대야미,"126,840","110,038","29,172","27,720",2019-12-03 11:43:13
2019-11,안산선,1753,반월,"118,741","109,857","30,814","30,303",2019-12-03 11:43:13
2019-11,안산선,1754,상록수,"561,019","540,879","87,225","87,910",2019-12-03 11:43:13
2019-11,안산선,1755,한대앞,"246,250","240,544","41,149","40,603",2019-12-03 11:43:13
2019-11,안산선,1756,중앙,"494,549","527,476","60,849","60,089",2019-12-03 11:43:13
2019-11,안산선,1757,고잔,"240,744","236,825","36,193","35,530",2019-12-03 11:43:13
2019-11,안산선,1758,초지,"134,498","140,734","16,158","16,789",2019-12-03 11:43:13
2019-11,안산선,1759,안산,"399,879","359,286","39,302","36,225",2019-12-03 11:43:13
2019-11,안산선,1760,신길온천,"44,433","39,349","9,540","9,149",2019-12-03 11:43:13
2019-11,안산선,1761,정왕,"258,159","265,747","25,106","26,695",2019-12-03 11:43:13
2019-11,안산선,1762,오이도,"290,631","277,915","41,288","40,650",2019-12-03 11:43:13
2019-11,안산선,1763,수리산,"102,194","76,967","33,428","31,165",2019-12-03 11:43:13
2019-11,과천선,1450,선바위,"262,109","213,087","36,402","34,869",2019-12-03 11:43:13
2019-11,과천선,1451,경마공원,"142,498","144,872","66,985","66,687",2019-12-03 11:43:13
2019-11,과천선,1452,대공원,"90,879","95,172","45,227","47,713",2019-12-03 11:43:13
2019-11,과천선,1453,과천,"130,384","115,203","36,913","35,636",2019-12-03 11:43:13
2019-11,과천선,1454,정부과천청사,"298,587","291,227","66,385","63,486",2019-12-03 11:43:13
2019-11,과천선,1455,인덕원,"688,852","692,789","113,846","117,237",2019-12-03 11:43:13
2019-11,과천선,1456,평촌,"482,858","473,430","71,120","71,163",2019-12-03 11:43:13
2019-11,과천선,1457,범계,"798,471","785,218","117,329","113,529",2019-12-03 11:43:13
2019-11,분당선,1023,선릉,"315,045","528,004","39,975","57,295",2019-12-03 11:43:13
2019-11,분당선,1024,한티,"403,025","427,660","71,399","72,945",2019-12-03 11:43:13
2019-11,분당선,1025,도곡,"172,047","173,418","47,566","46,665",2019-12-03 11:43:13
2019-11,분당선,1026,구룡,"43,996","41,220","14,060","14,137",2019-12-03 11:43:13
2019-11,분당선,1027,개포동,"87,062","90,171","26,109","26,762",2019-12-03 11:43:13
2019-11,분당선,1028,대모산입구,"78,344","70,183","30,746","30,344",2019-12-03 11:43:13
2019-11,분당선,1030,수서,"403,290","407,993","70,093","72,148",2019-12-03 11:43:13
2019-11,분당선,1031,복정,24,0,2,0,2019-12-03 11:43:13
2019-11,분당선,1846,수원,"261,672","183,837","29,511","18,741",2019-12-03 11:43:13
2019-11,분당선,1847,서울숲,"266,685","274,454","27,431","26,556",2019-12-03 11:43:13
2019-11,분당선,1848,압구정로데오,"472,837","547,435","44,730","43,278",2019-12-03 11:43:13
2019-11,분당선,1849,강남구청,"247,671","291,553","43,249","47,211",2019-12-03 11:43:13
2019-11,분당선,1850,선정릉,"201,590","218,795","39,790","39,378",2019-12-03 11:43:13
